Default schedule
Rate	83.33
Tree Move	16.67
Rate Tried	% Accepted	Tree Move Tried	% Accepted	Alpha Trait 1 - Dev	Alpha Trait 1 - Tried	Alpha Trait 1 - Accepted	Alpha Trait 2 - Dev	Alpha Trait 2 - Tried	Alpha Trait 2 - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
833	0.410564	167	0.832335	9.946127	390	0.443590	9.131021	443	0.381490	0.481000	0.531234	
824	0.367718	176	0.806818	12.082814	381	0.328084	9.131021	443	0.401806	0.445000	0.502499	
826	0.336562	174	0.850575	12.082814	413	0.377724	13.853812	413	0.295400	0.426000	0.483379	
830	0.363855	170	0.805882	12.082814	392	0.420918	13.853812	438	0.312785	0.439000	0.474505	
807	0.258984	193	0.870466	20.495292	405	0.283951	13.853812	402	0.233831	0.377000	0.458257	
860	0.295349	140	0.714286	20.495292	411	0.221411	13.853812	449	0.363029	0.354000	0.443365	
833	0.218487	167	0.880240	20.495292	442	0.214932	13.853812	391	0.222506	0.329000	0.429071	
856	0.238318	144	0.875000	20.495292	439	0.195900	13.853812	417	0.282974	0.330000	0.418065	
804	0.309701	196	0.857143	13.826246	381	0.367454	13.853812	423	0.257683	0.417000	0.417958	
848	0.252358	152	0.875000	13.826246	430	0.283721	13.853812	418	0.220096	0.347000	0.411508	
853	0.302462	147	0.809524	13.826246	418	0.337321	13.853812	435	0.268966	0.377000	0.408633	
835	0.300599	165	0.763636	13.826246	416	0.326923	13.853812	419	0.274463	0.377000	0.406200	
823	0.263670	177	0.796610	13.826246	410	0.297561	13.853812	413	0.230024	0.358000	0.402757	
825	0.264242	175	0.822857	13.826246	421	0.287411	13.853812	404	0.240099	0.362000	0.400040	
824	0.311893	176	0.840909	13.826246	425	0.310588	13.853812	399	0.313283	0.405000	0.400350	
837	0.316607	163	0.785276	13.826246	399	0.348371	13.853812	438	0.287671	0.393000	0.399918	
832	0.324519	168	0.779762	13.826246	395	0.374684	13.853812	437	0.279176	0.401000	0.399978	
812	0.298030	188	0.803191	13.826246	416	0.319712	13.853812	396	0.275253	0.393000	0.399611	
824	0.327670	176	0.789773	13.826246	412	0.354369	13.853812	412	0.300971	0.409000	0.400080	
814	0.329238	186	0.774194	13.826246	448	0.350446	13.853812	366	0.303279	0.412000	0.400648	
831	0.304452	169	0.834320	13.826246	424	0.353774	13.853812	407	0.253071	0.394000	0.400345	
840	0.258333	160	0.775000	13.826246	428	0.289720	13.853812	412	0.225728	0.341000	0.397765	
824	0.328883	176	0.869318	13.826246	395	0.354430	13.853812	429	0.305361	0.424000	0.398858	
837	0.261649	163	0.889571	13.826246	412	0.286408	13.853812	425	0.237647	0.364000	0.397464	
863	0.257242	137	0.773723	13.826246	469	0.283582	13.853812	394	0.225888	0.328000	0.394793	
814	0.299754	186	0.827957	13.826246	404	0.282178	13.853812	410	0.317073	0.398000	0.394911	
858	0.303030	142	0.774648	13.826246	407	0.336609	13.853812	451	0.272727	0.370000	0.394022	
842	0.304038	158	0.784810	13.826246	390	0.317949	13.853812	452	0.292035	0.380000	0.393538	
866	0.321016	134	0.820896	13.826246	445	0.348315	13.853812	421	0.292162	0.388000	0.393354	
824	0.296117	176	0.789773	13.826246	393	0.315522	13.853812	431	0.278422	0.383000	0.393020	
828	0.305556	172	0.767442	13.826246	419	0.348449	13.853812	409	0.261614	0.385000	0.392769	
823	0.330498	177	0.807910	13.826246	441	0.342404	13.853812	382	0.316754	0.415000	0.393443	
794	0.299748	206	0.776699	13.826246	389	0.334190	13.853812	405	0.266667	0.398000	0.393577	
812	0.293103	188	0.787234	13.826246	412	0.303398	13.853812	400	0.282500	0.386000	0.393360	
840	0.328571	160	0.787500	13.826246	431	0.396752	13.853812	409	0.256724	0.402000	0.393600	
880	0.317045	120	0.791667	13.826246	492	0.329268	13.853812	388	0.301546	0.374000	0.393070	
851	0.339600	149	0.825503	13.826246	434	0.375576	13.853812	417	0.302158	0.412000	0.393569	
858	0.301865	142	0.866197	13.826246	412	0.298544	13.853812	446	0.304933	0.382000	0.393272	
838	0.292363	162	0.783951	13.826246	464	0.338362	13.853812	374	0.235294	0.372000	0.392740	
837	0.303465	163	0.797546	13.826246	442	0.332579	13.853812	395	0.270886	0.384000	0.392527	
827	0.314389	173	0.803468	13.826246	434	0.380184	13.853812	393	0.241730	0.399000	0.392681	
847	0.286895	153	0.784314	13.826246	416	0.326923	13.853812	431	0.248260	0.363000	0.391991	
829	0.265380	171	0.818713	13.826246	421	0.308789	13.853812	408	0.220588	0.360000	0.391264	
864	0.358796	136	0.713235	13.826246	435	0.420690	13.853812	429	0.296037	0.407000	0.391614	
841	0.252081	159	0.792453	20.313983	415	0.224096	13.853812	426	0.279343	0.338000	0.390448	
855	0.243275	145	0.806897	20.313983	429	0.256410	13.853812	426	0.230047	0.325000	0.389056	
837	0.250896	163	0.834356	20.313983	392	0.227041	13.853812	445	0.271910	0.346000	0.388159	
